phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Ped,p_value_Ped,q_value_Ped,Significant_Ped,Sample_Size_Ped,Effect_Size_YA,p_value_YA,q_value_YA,Significant_YA,Sample_Size_YA,Effect_Size_OA,p_value_OA,q_value_OA,Significant_OA,Sample_Size_OA
cortical_thickness,CTQ_Neglect,male,L_superiortemporal_thickavg,0.017 (0.08),8.33E-01,9.89E-01,No,159,-0.034 (0.037),3.60E-01,6.68E-01,No,742,0.057 (0.041),1.65E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_supramargil_thickavg,0.084 (0.08),2.90E-01,6.81E-01,No,159,0.003 (0.037),9.35E-01,9.60E-01,No,742,0.032 (0.041),4.45E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_frontalpole_thickavg,0.085 (0.08),2.88E-01,6.81E-01,No,159,0.021 (0.037),5.67E-01,8.76E-01,No,742,-0.021 (0.041),6.13E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_temporalpole_thickavg,-0.026 (0.08),7.46E-01,9.70E-01,No,159,-0.033 (0.037),3.73E-01,6.68E-01,No,742,0.051 (0.041),2.16E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_transversetemporal_thickavg,0.135 (0.079),8.97E-02,5.21E-01,No,159,0.019 (0.037),6.07E-01,8.77E-01,No,742,0.019 (0.041),6.44E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_insula_thickavg,0.209 (0.078),8.15E-03,2.77E-01,No,159,-0.037 (0.037),3.19E-01,6.55E-01,No,742,-0.008 (0.041),8.40E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_bankssts_thickavg,0.03 (0.08),7.04E-01,9.57E-01,No,159,-0.086 (0.037),1.89E-02,3.76E-01,No,742,-0.062 (0.041),1.31E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_caudalanteriorcingulate_thickavg,0.1 (0.079),2.10E-01,6.22E-01,No,159,-0.01 (0.037),7.87E-01,8.92E-01,No,742,0.02 (0.041),6.25E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_caudalmiddlefrontal_thickavg,-0.059 (0.08),4.64E-01,9.08E-01,No,159,-0.002 (0.037),9.46E-01,9.60E-01,No,742,-0.075 (0.041),7.15E-02,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_cuneus_thickavg,-0.05 (0.08),5.33E-01,9.08E-01,No,159,0.055 (0.037),1.35E-01,4.59E-01,No,742,0.065 (0.041),1.18E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_entorhil_thickavg,0.055 (0.08),4.93E-01,9.08E-01,No,159,-0.08 (0.037),3.02E-02,3.76E-01,No,742,-0.018 (0.041),6.60E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_fusiform_thickavg,0.072 (0.08),3.67E-01,7.80E-01,No,159,0.004 (0.037),9.16E-01,9.60E-01,No,742,0.047 (0.041),2.58E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_inferiorparietal_thickavg,0.084 (0.08),2.90E-01,6.81E-01,No,159,0.047 (0.037),2.02E-01,5.08E-01,No,742,-0.025 (0.041),5.53E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_inferiortemporal_thickavg,0.012 (0.08),8.82E-01,9.89E-01,No,159,-0.013 (0.037),7.17E-01,8.87E-01,No,742,0.048 (0.041),2.50E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_isthmuscingulate_thickavg,0.05 (0.08),5.34E-01,9.08E-01,No,159,-0.056 (0.037),1.26E-01,4.59E-01,No,742,0.022 (0.041),5.89E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_lateraloccipital_thickavg,0.107 (0.079),1.80E-01,6.12E-01,No,159,0.016 (0.037),6.63E-01,8.77E-01,No,742,0.06 (0.041),1.49E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_lateralorbitofrontal_thickavg,0.026 (0.08),7.41E-01,9.70E-01,No,159,0.04 (0.037),2.72E-01,5.96E-01,No,742,0.008 (0.041),8.45E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_lingual_thickavg,-0.166 (0.079),3.70E-02,4.19E-01,No,159,0.057 (0.037),1.20E-01,4.59E-01,No,742,0.038 (0.041),3.59E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_medialorbitofrontal_thickavg,-0.011 (0.08),8.94E-01,9.89E-01,No,159,0.078 (0.037),3.44E-02,3.76E-01,No,742,0.001 (0.041),9.76E-01,9.97E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_middletemporal_thickavg,-0.001 (0.08),9.89E-01,9.89E-01,No,159,-0.146 (0.036) *,6.82E-05,4.63E-03,Yes,742,0.018 (0.041),6.65E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_parahippocampal_thickavg,0.003 (0.08),9.70E-01,9.89E-01,No,159,0.059 (0.037),1.07E-01,4.59E-01,No,742,0.023 (0.041),5.80E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_paracentral_thickavg,-0.114 (0.079),1.52E-01,5.75E-01,No,159,-0.032 (0.037),3.78E-01,6.68E-01,No,742,-0.014 (0.041),7.37E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_parsopercularis_thickavg,-0.14 (0.079),7.78E-02,5.21E-01,No,159,-0.018 (0.037),6.25E-01,8.77E-01,No,742,-0.035 (0.041),3.91E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_parsorbitalis_thickavg,-0.103 (0.079),1.98E-01,6.22E-01,No,159,0.05 (0.037),1.75E-01,4.95E-01,No,742,-0.072 (0.041),8.38E-02,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_parstriangularis_thickavg,-0.078 (0.08),3.25E-01,7.38E-01,No,159,0.011 (0.037),7.70E-01,8.91E-01,No,742,-0.012 (0.041),7.72E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_pericalcarine_thickavg,-0.159 (0.079),4.56E-02,4.43E-01,No,159,-0.031 (0.037),3.93E-01,6.68E-01,No,742,-0.019 (0.041),6.53E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_postcentral_thickavg,-0.173 (0.079),2.97E-02,4.04E-01,No,159,-0.061 (0.037),9.92E-02,4.59E-01,No,742,-0.017 (0.041),6.87E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_posteriorcingulate_thickavg,0.007 (0.08),9.33E-01,9.89E-01,No,159,-0.015 (0.037),6.74E-01,8.77E-01,No,742,-0.078 (0.041),5.80E-02,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_precentral_thickavg,-0.101 (0.079),2.06E-01,6.22E-01,No,159,-0.053 (0.037),1.49E-01,4.60E-01,No,742,-0.011 (0.041),7.84E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_precuneus_thickavg,0.032 (0.08),6.89E-01,9.57E-01,No,159,0.055 (0.037),1.33E-01,4.59E-01,No,742,0.008 (0.041),8.54E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_rostralanteriorcingulate_thickavg,0.139 (0.079),7.96E-02,5.21E-01,No,159,-0.012 (0.037),7.44E-01,8.91E-01,No,742,-0.028 (0.041),4.95E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_rostralmiddlefrontal_thickavg,-0.216 (0.078),6.31E-03,2.77E-01,No,159,0.014 (0.037),6.96E-01,8.77E-01,No,742,-0.054 (0.041),1.95E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_superiorfrontal_thickavg,-0.042 (0.08),6.00E-01,9.22E-01,No,159,-0.011 (0.037),7.62E-01,8.91E-01,No,742,-0.09 (0.041),2.93E-02,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_superiorparietal_thickavg,0.035 (0.08),6.64E-01,9.57E-01,No,159,0.064 (0.037),7.98E-02,4.59E-01,No,742,-0.016 (0.041),6.97E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_superiortemporal_thickavg,0.037 (0.08),6.45E-01,9.53E-01,No,159,-0.059 (0.037),1.07E-01,4.59E-01,No,742,0.013 (0.041),7.57E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_supramargil_thickavg,-0.054 (0.08),4.96E-01,9.08E-01,No,159,-0.072 (0.037),4.98E-02,3.76E-01,No,742,-0.025 (0.041),5.45E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_frontalpole_thickavg,-0.052 (0.08),5.14E-01,9.08E-01,No,159,0.004 (0.037),9.20E-01,9.60E-01,No,742,0.032 (0.041),4.35E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_temporalpole_thickavg,-0.009 (0.08),9.10E-01,9.89E-01,No,159,-0.075 (0.037),4.06E-02,3.76E-01,No,742,0.016 (0.041),7.00E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_transversetemporal_thickavg,0.042 (0.08),5.95E-01,9.22E-01,No,159,0.011 (0.037),7.73E-01,8.91E-01,No,742,0.051 (0.041),2.18E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_insula_thickavg,0.195 (0.078),1.38E-02,3.14E-01,No,159,-0.018 (0.037),6.20E-01,8.77E-01,No,742,0.019 (0.041),6.44E-01,9.64E-01,No,585
subcortical_volume,CTQ_Abuse,female,Lthal,-0.001 (0.073),9.89E-01,9.89E-01,No,189,-0.03 (0.029),3.07E-01,3.58E-01,No,1164,0.016 (0.034),6.46E-01,7.48E-01,No,867
subcortical_volume,CTQ_Abuse,female,Rthal,0.095 (0.073),1.94E-01,5.36E-01,No,189,0.11 (0.029) *,1.62E-04,4.52E-04,Yes,1164,0.141 (0.034) *,3.01E-05,1.40E-04,Yes,867
subcortical_volume,CTQ_Abuse,female,Lcaud,-0.088 (0.073),2.29E-01,5.36E-01,No,189,-0.065 (0.029) *,2.69E-02,4.70E-02,Yes,1164,-0.07 (0.034),3.93E-02,1.10E-01,No,867
subcortical_volume,CTQ_Abuse,female,Rcaud,-0.089 (0.073),2.24E-01,5.36E-01,No,189,-0.054 (0.029),6.44E-02,1.00E-01,No,1164,-0.027 (0.034),4.33E-01,6.73E-01,No,867
subcortical_volume,CTQ_Abuse,female,Lput,0.083 (0.073),2.56E-01,5.36E-01,No,189,-0.139 (0.029) *,2.05E-06,9.59E-06,Yes,1164,-0.155 (0.034) *,4.27E-06,5.98E-05,Yes,867
subcortical_volume,CTQ_Abuse,female,Rput,0.081 (0.073),2.68E-01,5.36E-01,No,189,-0.106 (0.029) *,2.74E-04,6.38E-04,Yes,1164,-0.05 (0.034),1.45E-01,3.38E-01,No,867
subcortical_volume,CTQ_Abuse,female,Lpal,0.109 (0.073),1.36E-01,5.36E-01,No,189,0.164 (0.029) *,1.79E-08,1.26E-07,Yes,1164,0.146 (0.034) *,1.55E-05,1.09E-04,Yes,867
subcortical_volume,CTQ_Abuse,female,Rpal,0.066 (0.073),3.70E-01,5.76E-01,No,189,0.169 (0.029) *,6.17E-09,8.63E-08,Yes,1164,0.115 (0.034) *,7.29E-04,2.55E-03,Yes,867
subcortical_volume,CTQ_Abuse,female,Lhippo,-0.029 (0.073),6.94E-01,8.70E-01,No,189,-0.08 (0.029) *,6.53E-03,1.31E-02,Yes,1164,-0.019 (0.034),5.68E-01,7.46E-01,No,867
subcortical_volume,CTQ_Abuse,female,Rhippo,0.024 (0.073),7.45E-01,8.70E-01,No,189,-0.129 (0.029) *,1.09E-05,3.82E-05,Yes,1164,-0.038 (0.034),2.69E-01,4.70E-01,No,867
subcortical_volume,CTQ_Abuse,female,Lamyg,0.043 (0.073),5.57E-01,7.80E-01,No,189,0.033 (0.029),2.63E-01,3.35E-01,No,1164,0.019 (0.034),5.86E-01,7.46E-01,No,867
subcortical_volume,CTQ_Abuse,female,Ramyg,0.018 (0.073),8.09E-01,8.71E-01,No,189,0.04 (0.029),1.73E-01,2.43E-01,No,1164,-0.002 (0.034),9.42E-01,9.42E-01,No,867
subcortical_volume,CTQ_Abuse,female,Laccumb,0.066 (0.073),3.67E-01,5.76E-01,No,189,-0.017 (0.029),5.68E-01,6.12E-01,No,1164,-0.013 (0.034),6.95E-01,7.48E-01,No,867
subcortical_volume,CTQ_Abuse,female,Raccumb,0.084 (0.073),2.49E-01,5.36E-01,No,189,-0.0 (0.029),9.95E-01,9.95E-01,No,1164,0.038 (0.034),2.62E-01,4.70E-01,No,867
subcortical_volume,CTQ_Abuse,male,Lthal,-0.061 (0.079),4.42E-01,6.19E-01,No,160,0.126 (0.036) *,5.56E-04,2.59E-03,Yes,744,-0.026 (0.041),5.37E-01,5.37E-01,No,587
subcortical_volume,CTQ_Abuse,male,Rthal,-0.111 (0.079),1.62E-01,3.78E-01,No,160,0.1 (0.037) *,6.32E-03,2.21E-02,Yes,744,-0.034 (0.041),4.16E-01,4.48E-01,No,587
subcortical_volume,CTQ_Abuse,male,Lcaud,0.112 (0.079),1.60E-01,3.78E-01,No,160,0.03 (0.037),4.19E-01,7.33E-01,No,744,-0.04 (0.041),3.36E-01,4.12E-01,No,587
subcortical_volume,CTQ_Abuse,male,Rcaud,0.147 (0.079),6.44E-02,3.78E-01,No,160,-0.002 (0.037),9.54E-01,9.54E-01,No,744,-0.04 (0.041),3.28E-01,4.12E-01,No,587
subcortical_volume,CTQ_Abuse,male,Lput,0.113 (0.079),1.54E-01,3.78E-01,No,160,-0.056 (0.037),1.26E-01,2.93E-01,No,744,-0.095 (0.041),2.16E-02,6.05E-02,No,587
subcortical_volume,CTQ_Abuse,male,Rput,0.139 (0.079),7.95E-02,3.78E-01,No,160,-0.024 (0.037),5.20E-01,8.09E-01,No,744,-0.055 (0.041),1.86E-01,3.25E-01,No,587
subcortical_volume,CTQ_Abuse,male,Lpal,-0.079 (0.079),3.23E-01,5.70E-01,No,160,0.143 (0.036) *,9.40E-05,6.58E-04,Yes,744,0.117 (0.041) *,4.51E-03,2.68E-02,Yes,587
subcortical_volume,CTQ_Abuse,male,Rpal,0.035 (0.08),6.60E-01,7.70E-01,No,160,0.171 (0.036) *,2.76E-06,3.87E-05,Yes,744,0.114 (0.041) *,5.74E-03,2.68E-02,Yes,587
subcortical_volume,CTQ_Abuse,male,Lhippo,0.116 (0.079),1.44E-01,3.78E-01,No,160,0.01 (0.037),7.90E-01,9.42E-01,No,744,-0.087 (0.041),3.43E-02,6.86E-02,No,587
subcortical_volume,CTQ_Abuse,male,Rhippo,0.072 (0.079),3.66E-01,5.70E-01,No,160,-0.006 (0.037),8.75E-01,9.42E-01,No,744,-0.09 (0.041),2.97E-02,6.86E-02,No,587
subcortical_volume,CTQ_Abuse,male,Lamyg,0.018 (0.08),8.18E-01,8.18E-01,No,160,-0.043 (0.037),2.46E-01,4.92E-01,No,744,-0.104 (0.041) *,1.21E-02,4.23E-02,Yes,587
subcortical_volume,CTQ_Abuse,male,Ramyg,0.018 (0.08),8.17E-01,8.18E-01,No,160,0.007 (0.037),8.56E-01,9.42E-01,No,744,-0.12 (0.041) *,3.54E-03,2.68E-02,Yes,587
subcortical_volume,CTQ_Abuse,male,Laccumb,0.072 (0.079),3.66E-01,5.70E-01,No,160,0.008 (0.037),8.30E-01,9.42E-01,No,744,0.038 (0.041),3.53E-01,4.12E-01,No,587
subcortical_volume,CTQ_Abuse,male,Raccumb,0.044 (0.079),5.79E-01,7.36E-01,No,160,0.065 (0.037),7.75E-02,2.17E-01,No,744,0.047 (0.041),2.56E-01,3.98E-01,No,587
subcortical_volume,CTQ_Neglect,female,Lthal,0.011 (0.073),8.83E-01,9.51E-01,No,189,-0.032 (0.029),2.71E-01,3.34E-01,No,1164,0.024 (0.034),4.79E-01,6.48E-01,No,867
subcortical_volume,CTQ_Neglect,female,Rthal,0.069 (0.073),3.45E-01,8.74E-01,No,189,0.064 (0.029),2.96E-02,8.29E-02,No,1164,0.096 (0.034) *,4.64E-03,3.25E-02,Yes,867
subcortical_volume,CTQ_Neglect,female,Lcaud,-0.092 (0.073),2.07E-01,7.25E-01,No,189,-0.032 (0.029),2.71E-01,3.34E-01,No,1164,-0.087 (0.034) *,1.06E-02,3.79E-02,Yes,867
subcortical_volume,CTQ_Neglect,female,Rcaud,-0.109 (0.073),1.34E-01,7.25E-01,No,189,-0.039 (0.029),1.78E-01,3.12E-01,No,1164,-0.086 (0.034) *,1.08E-02,3.79E-02,Yes,867
subcortical_volume,CTQ_Neglect,female,Lput,0.042 (0.073),5.65E-01,8.79E-01,No,189,-0.073 (0.029) *,1.28E-02,4.47E-02,Yes,1164,-0.102 (0.034) *,2.55E-03,3.25E-02,Yes,867
subcortical_volume,CTQ_Neglect,female,Rput,0.017 (0.073),8.19E-01,9.51E-01,No,189,-0.047 (0.029),1.07E-01,2.50E-01,No,1164,-0.069 (0.034),4.21E-02,1.18E-01,No,867
subcortical_volume,CTQ_Neglect,female,Lpal,-0.001 (0.073),9.88E-01,9.88E-01,No,189,0.114 (0.029) *,9.09E-05,6.36E-04,Yes,1164,0.057 (0.034),9.41E-02,2.04E-01,No,867
subcortical_volume,CTQ_Neglect,female,Rpal,-0.022 (0.073),7.64E-01,9.51E-01,No,189,0.124 (0.029) *,2.22E-05,3.10E-04,Yes,1164,0.032 (0.034),3.43E-01,5.34E-01,No,867
subcortical_volume,CTQ_Neglect,female,Lhippo,-0.096 (0.073),1.91E-01,7.25E-01,No,189,-0.042 (0.029),1.56E-01,3.12E-01,No,1164,0.022 (0.034),5.10E-01,6.48E-01,No,867
subcortical_volume,CTQ_Neglect,female,Rhippo,-0.057 (0.073),4.36E-01,8.74E-01,No,189,-0.092 (0.029) *,1.68E-03,7.82E-03,Yes,1164,0.013 (0.034),6.98E-01,8.14E-01,No,867
subcortical_volume,CTQ_Neglect,female,Lamyg,0.026 (0.073),7.26E-01,9.51E-01,No,189,0.027 (0.029),3.61E-01,3.88E-01,No,1164,0.005 (0.034),8.84E-01,8.84E-01,No,867
subcortical_volume,CTQ_Neglect,female,Ramyg,-0.049 (0.073),4.99E-01,8.74E-01,No,189,0.034 (0.029),2.48E-01,3.34E-01,No,1164,-0.056 (0.034),1.02E-01,2.04E-01,No,867
subcortical_volume,CTQ_Neglect,female,Laccumb,0.112 (0.073),1.25E-01,7.25E-01,No,189,-0.031 (0.029),2.87E-01,3.34E-01,No,1164,-0.052 (0.034),1.25E-01,2.19E-01,No,867
subcortical_volume,CTQ_Neglect,female,Raccumb,0.055 (0.073),4.49E-01,8.74E-01,No,189,-0.006 (0.029),8.28E-01,8.28E-01,No,1164,-0.009 (0.034),7.97E-01,8.58E-01,No,867
subcortical_volume,CTQ_Neglect,male,Lthal,0.003 (0.08),9.66E-01,9.66E-01,No,160,0.067 (0.037),6.78E-02,4.75E-01,No,744,-0.073 (0.041),7.84E-02,3.67E-01,No,587
subcortical_volume,CTQ_Neglect,male,Rthal,-0.091 (0.079),2.51E-01,5.73E-01,No,160,0.01 (0.037),7.82E-01,9.34E-01,No,744,-0.075 (0.041),6.87E-02,3.67E-01,No,587
subcortical_volume,CTQ_Neglect,male,Lcaud,0.085 (0.079),2.86E-01,5.73E-01,No,160,0.056 (0.037),1.24E-01,5.79E-01,No,744,-0.034 (0.041),4.08E-01,5.71E-01,No,587
subcortical_volume,CTQ_Neglect,male,Rcaud,0.12 (0.079),1.31E-01,5.62E-01,No,160,0.035 (0.037),3.41E-01,8.42E-01,No,744,-0.009 (0.041),8.28E-01,9.60E-01,No,587
subcortical_volume,CTQ_Neglect,male,Lput,0.103 (0.079),1.96E-01,5.62E-01,No,160,0.01 (0.037),7.91E-01,9.34E-01,No,744,-0.003 (0.041),9.38E-01,9.60E-01,No,587
subcortical_volume,CTQ_Neglect,male,Rput,0.118 (0.079),1.36E-01,5.62E-01,No,160,0.011 (0.037),7.69E-01,9.34E-01,No,744,0.017 (0.041),6.73E-01,8.56E-01,No,587
subcortical_volume,CTQ_Neglect,male,Lpal,-0.122 (0.079),1.23E-01,5.62E-01,No,160,0.051 (0.037),1.68E-01,5.87E-01,No,744,0.044 (0.041),2.87E-01,4.79E-01,No,587
subcortical_volume,CTQ_Neglect,male,Rpal,0.01 (0.08),9.03E-01,9.66E-01,No,160,0.076 (0.037),3.93E-02,4.75E-01,No,744,0.049 (0.041),2.32E-01,4.79E-01,No,587
subcortical_volume,CTQ_Neglect,male,Lhippo,0.073 (0.079),3.59E-01,6.23E-01,No,160,0.026 (0.037),4.75E-01,8.42E-01,No,744,-0.044 (0.041),2.88E-01,4.79E-01,No,587
subcortical_volume,CTQ_Neglect,male,Rhippo,0.102 (0.079),2.01E-01,5.62E-01,No,160,-0.0 (0.037),9.93E-01,9.93E-01,No,744,-0.05 (0.041),2.27E-01,4.79E-01,No,587
subcortical_volume,CTQ_Neglect,male,Lamyg,-0.067 (0.079),4.01E-01,6.23E-01,No,160,0.007 (0.037),8.54E-01,9.34E-01,No,744,-0.071 (0.041),8.59E-02,3.67E-01,No,587
subcortical_volume,CTQ_Neglect,male,Ramyg,0.033 (0.08),6.76E-01,8.52E-01,No,160,0.006 (0.037),8.67E-01,9.34E-01,No,744,-0.067 (0.041),1.05E-01,3.67E-01,No,587
subcortical_volume,CTQ_Neglect,male,Laccumb,0.027 (0.08),7.30E-01,8.52E-01,No,160,0.03 (0.037),4.10E-01,8.42E-01,No,744,0.002 (0.041),9.60E-01,9.60E-01,No,587
subcortical_volume,CTQ_Neglect,male,Raccumb,0.028 (0.08),7.25E-01,8.52E-01,No,160,0.026 (0.037),4.81E-01,8.42E-01,No,744,0.042 (0.041),3.08E-01,4.79E-01,No,587
surface_area,CTQ_Abuse,female,L_bankssts_surfavg,0.133 (0.072),6.81E-02,5.79E-01,No,189,-0.085 (0.029) *,3.68E-03,1.15E-02,Yes,1163,-0.022 (0.034),5.11E-01,6.33E-01,No,864
surface_area,CTQ_Abuse,female,L_caudalanteriorcingulate_surfavg,-0.035 (0.073),6.31E-01,9.38E-01,No,189,-0.065 (0.029),2.63E-02,5.08E-02,No,1163,-0.053 (0.034),1.20E-01,2.40E-01,No,864
surface_area,CTQ_Abuse,female,L_caudalmiddlefrontal_surfavg,0.022 (0.073),7.59E-01,9.38E-01,No,189,-0.065 (0.029),2.69E-02,5.08E-02,No,1163,-0.067 (0.034),4.98E-02,1.17E-01,No,864
surface_area,CTQ_Abuse,female,L_cuneus_surfavg,0.092 (0.073),2.10E-01,8.12E-01,No,189,0.01 (0.029),7.36E-01,8.34E-01,No,1163,-0.025 (0.034),4.71E-01,6.10E-01,No,864
surface_area,CTQ_Abuse,female,L_entorhil_surfavg,-0.147 (0.072),4.31E-02,5.79E-01,No,189,0.026 (0.029),3.80E-01,5.28E-01,No,1163,0.104 (0.034) *,2.13E-03,1.45E-02,Yes,864
surface_area,CTQ_Abuse,female,L_fusiform_surfavg,0.086 (0.073),2.37E-01,8.12E-01,No,189,-0.101 (0.029) *,5.92E-04,3.14E-03,Yes,1163,-0.026 (0.034),4.51E-01,6.10E-01,No,864
surface_area,CTQ_Abuse,female,L_inferiorparietal_surfavg,0.055 (0.073),4.49E-01,8.93E-01,No,189,-0.079 (0.029) *,7.37E-03,1.93E-02,Yes,1163,-0.048 (0.034),1.56E-01,2.82E-01,No,864
surface_area,CTQ_Abuse,female,L_inferiortemporal_surfavg,-0.189 (0.072),9.09E-03,3.78E-01,No,189,0.075 (0.029) *,1.00E-02,2.52E-02,Yes,1163,0.071 (0.034),3.70E-02,1.05E-01,No,864
surface_area,CTQ_Abuse,female,L_isthmuscingulate_surfavg,0.055 (0.073),4.50E-01,8.93E-01,No,189,-0.07 (0.029) *,1.73E-02,3.56E-02,Yes,1163,-0.021 (0.034),5.32E-01,6.46E-01,No,864
surface_area,CTQ_Abuse,female,L_lateraloccipital_surfavg,0.141 (0.072),5.23E-02,5.79E-01,No,189,0.089 (0.029) *,2.30E-03,8.24E-03,Yes,1163,0.072 (0.034),3.52E-02,1.04E-01,No,864
surface_area,CTQ_Abuse,female,L_lateralorbitofrontal_surfavg,-0.093 (0.073),2.03E-01,8.12E-01,No,189,0.011 (0.029),7.05E-01,8.27E-01,No,1163,0.064 (0.034),6.01E-02,1.28E-01,No,864
surface_area,CTQ_Abuse,female,L_lingual_surfavg,-0.064 (0.073),3.80E-01,8.88E-01,No,189,0.023 (0.029),4.33E-01,5.67E-01,No,1163,-0.019 (0.034),5.87E-01,6.76E-01,No,864
surface_area,CTQ_Abuse,female,L_medialorbitofrontal_surfavg,-0.077 (0.073),2.91E-01,8.24E-01,No,189,0.096 (0.029) *,1.07E-03,4.64E-03,Yes,1163,0.066 (0.034),5.14E-02,1.17E-01,No,864
surface_area,CTQ_Abuse,female,L_middletemporal_surfavg,0.018 (0.073),8.01E-01,9.46E-01,No,189,0.082 (0.029) *,4.92E-03,1.39E-02,Yes,1163,0.121 (0.034) *,3.53E-04,3.43E-03,Yes,864
surface_area,CTQ_Abuse,female,L_parahippocampal_surfavg,-0.153 (0.072),3.60E-02,5.79E-01,No,189,-0.109 (0.029) *,1.85E-04,1.26E-03,Yes,1163,-0.036 (0.034),2.97E-01,4.48E-01,No,864
surface_area,CTQ_Abuse,female,L_paracentral_surfavg,0.085 (0.073),2.46E-01,8.12E-01,No,189,0.005 (0.029),8.54E-01,9.22E-01,No,1163,-0.041 (0.034),2.27E-01,3.59E-01,No,864
surface_area,CTQ_Abuse,female,L_parsopercularis_surfavg,-0.016 (0.073),8.27E-01,9.52E-01,No,189,-0.093 (0.029) *,1.56E-03,5.89E-03,Yes,1163,-0.086 (0.034) *,1.16E-02,4.40E-02,Yes,864
surface_area,CTQ_Abuse,female,L_parsorbitalis_surfavg,-0.061 (0.073),4.05E-01,8.88E-01,No,189,0.114 (0.029) *,9.75E-05,7.37E-04,Yes,1163,0.113 (0.034) *,8.48E-04,6.41E-03,Yes,864
surface_area,CTQ_Abuse,female,L_parstriangularis_surfavg,-0.05 (0.073),4.91E-01,9.27E-01,No,189,-0.009 (0.029),7.56E-01,8.39E-01,No,1163,-0.009 (0.034),7.83E-01,8.31E-01,No,864
surface_area,CTQ_Abuse,female,L_pericalcarine_surfavg,0.089 (0.073),2.25E-01,8.12E-01,No,189,0.032 (0.029),2.72E-01,3.85E-01,No,1163,-0.083 (0.034),1.43E-02,5.11E-02,No,864
surface_area,CTQ_Abuse,female,L_postcentral_surfavg,0.018 (0.073),8.07E-01,9.46E-01,No,189,-0.048 (0.029),1.02E-01,1.66E-01,No,1163,-0.067 (0.034),4.78E-02,1.16E-01,No,864
surface_area,CTQ_Abuse,female,L_posteriorcingulate_surfavg,-0.023 (0.073),7.57E-01,9.38E-01,No,189,-0.046 (0.029),1.18E-01,1.87E-01,No,1163,-0.004 (0.034),8.96E-01,8.96E-01,No,864
surface_area,CTQ_Abuse,female,L_precentral_surfavg,-0.039 (0.073),5.97E-01,9.38E-01,No,189,-0.06 (0.029),4.16E-02,7.26E-02,No,1163,-0.069 (0.034),4.37E-02,1.14E-01,No,864
surface_area,CTQ_Abuse,female,L_precuneus_surfavg,-0.003 (0.073),9.63E-01,9.69E-01,No,189,-0.042 (0.029),1.57E-01,2.42E-01,No,1163,-0.086 (0.034) *,1.13E-02,4.40E-02,Yes,864
surface_area,CTQ_Abuse,female,L_rostralanteriorcingulate_surfavg,-0.093 (0.073),2.01E-01,8.12E-01,No,189,-0.06 (0.029),4.00E-02,7.16E-02,No,1163,-0.074 (0.034),2.93E-02,9.07E-02,No,864
