t_names,CTQ_Term,Sex,Region,Effect_Size_Main_Ped,P_Main_Ped,Q_Main_Ped,Significant_Main_Ped,Effect_Size_Cov_Ped,P_Cov_Ped,Q_Cov_Ped,Significant_Cov_Ped,Sample_Size_Ped,Effect_Size_Main_YA,P_Main_YA,Q_Main_YA,Significant_Main_YA,Effect_Size_Cov_YA,P_Cov_YA,Q_Cov_YA,Significant_Cov_YA,Sample_Size_YA,Effect_Size_Main_OA,P_Main_OA,Q_Main_OA,Significant_Main_OA,Effect_Size_Cov_OA,P_Cov_OA,Q_Cov_OA,Significant_Cov_OA,Sample_Size_OA
cortical_thickness,CTQ_Abuse,male,R_insula_thickavg,0.066 (0.087),4.51e-01,8.28e-01,No,0.766 (0.224) *,8.16e-04,6.93e-03,Yes,140,-0.001 (0.041),9.76e-01,9.76e-01,No,0.281 (0.095) *,3.23e-03,1.69e-02,Yes,636,0.102 (0.046),2.71e-02,3.07e-01,No,0.252 (0.102),1.41e-02,6.00e-02,No,483
cortical_thickness,CTQ_Neglect,female,L_bankssts_thickavg,0.029 (0.078),7.10e-01,9.23e-01,No,-0.474 (0.169) *,5.66e-03,1.67e-02,Yes,171,-0.044 (0.035),2.00e-01,4.70e-01,No,-0.031 (0.081),7.05e-01,7.73e-01,No,1020,0.028 (0.04),4.91e-01,8.43e-01,No,-0.071 (0.084),3.99e-01,4.64e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_caudalanteriorcingulate_thickavg,-0.026 (0.073),7.26e-01,9.23e-01,No,0.893 (0.158) *,6.75e-08,2.29e-06,Yes,171,-0.037 (0.034),2.79e-01,5.42e-01,No,0.349 (0.081) *,1.63e-05,1.91e-04,Yes,1020,0.031 (0.04),4.35e-01,8.43e-01,No,0.157 (0.084),6.19e-02,9.14e-02,No,736
cortical_thickness,CTQ_Neglect,female,L_caudalmiddlefrontal_thickavg,0.03 (0.079),7.09e-01,9.23e-01,No,-0.286 (0.172),9.74e-02,1.42e-01,No,171,0.067 (0.035),5.54e-02,1.98e-01,No,-0.065 (0.081),4.25e-01,4.98e-01,No,1020,0.087 (0.04),2.96e-02,5.04e-01,No,-0.252 (0.084) *,2.63e-03,5.59e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,L_cuneus_thickavg,0.038 (0.08),6.35e-01,9.23e-01,No,0.131 (0.173),4.47e-01,5.05e-01,No,171,0.003 (0.035),9.37e-01,9.66e-01,No,-0.15 (0.081),6.55e-02,1.18e-01,No,1020,0.045 (0.039),2.54e-01,8.01e-01,No,-0.415 (0.083) *,6.72e-07,1.52e-05,Yes,736
cortical_thickness,CTQ_Neglect,female,L_entorhil_thickavg,0.081 (0.08),3.12e-01,9.23e-01,No,0.063 (0.172),7.14e-01,7.41e-01,No,171,-0.079 (0.035),2.19e-02,1.91e-01,No,0.239 (0.081) *,3.28e-03,9.97e-03,Yes,1020,0.018 (0.04),6.48e-01,8.84e-01,No,0.292 (0.083) *,4.86e-04,1.56e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,L_fusiform_thickavg,0.011 (0.08),8.91e-01,9.72e-01,No,0.113 (0.173),5.14e-01,5.64e-01,No,171,-0.054 (0.035),1.18e-01,3.30e-01,No,0.165 (0.081),4.27e-02,8.54e-02,No,1020,-0.028 (0.04),4.86e-01,8.43e-01,No,0.284 (0.084) *,7.17e-04,2.03e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,L_inferiorparietal_thickavg,0.097 (0.079),2.23e-01,9.23e-01,No,-0.312 (0.171),7.01e-02,1.08e-01,No,171,-0.063 (0.035),7.06e-02,2.23e-01,No,0.112 (0.081),1.69e-01,2.44e-01,No,1020,0.011 (0.04),7.86e-01,9.32e-01,No,0.076 (0.084),3.66e-01,4.38e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_inferiortemporal_thickavg,-0.101 (0.079),2.03e-01,9.23e-01,No,0.364 (0.17),3.44e-02,6.50e-02,No,171,-0.071 (0.035),4.02e-02,1.96e-01,No,0.246 (0.081) *,2.45e-03,8.34e-03,Yes,1020,-0.043 (0.04),2.76e-01,8.01e-01,No,0.332 (0.083) *,7.47e-05,5.08e-04,Yes,736
cortical_thickness,CTQ_Neglect,female,L_isthmuscingulate_thickavg,0.038 (0.078),6.23e-01,9.23e-01,No,0.475 (0.168) *,5.37e-03,1.67e-02,Yes,171,-0.035 (0.034),3.02e-01,5.56e-01,No,0.388 (0.08) *,1.63e-06,3.20e-05,Yes,1020,0.016 (0.04),6.90e-01,9.20e-01,No,0.196 (0.084) *,1.95e-02,3.31e-02,Yes,736
cortical_thickness,CTQ_Neglect,female,L_lateraloccipital_thickavg,0.02 (0.079),8.02e-01,9.40e-01,No,0.35 (0.171),4.17e-02,7.66e-02,No,171,-0.016 (0.035),6.50e-01,8.27e-01,No,0.255 (0.081) *,1.66e-03,5.93e-03,Yes,1020,0.037 (0.04),3.55e-01,8.01e-01,No,0.144 (0.084),8.63e-02,1.20e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_lateralorbitofrontal_thickavg,0.049 (0.078),5.28e-01,9.23e-01,No,0.425 (0.169) *,1.28e-02,2.83e-02,Yes,171,0.043 (0.035),2.16e-01,4.77e-01,No,-0.097 (0.081),2.32e-01,3.10e-01,No,1020,0.025 (0.04),5.33e-01,8.63e-01,No,-0.039 (0.084),6.39e-01,6.79e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_lingual_thickavg,0.077 (0.08),3.33e-01,9.23e-01,No,-0.062 (0.173),7.19e-01,7.41e-01,No,171,0.001 (0.035),9.88e-01,9.93e-01,No,-0.041 (0.081),6.11e-01,6.81e-01,No,1020,0.009 (0.04),8.13e-01,9.32e-01,No,-0.315 (0.083) *,1.67e-04,8.42e-04,Yes,736
cortical_thickness,CTQ_Neglect,female,L_medialorbitofrontal_thickavg,0.013 (0.073),8.63e-01,9.72e-01,No,0.892 (0.157) *,6.13e-08,2.29e-06,Yes,171,0.073 (0.035),3.64e-02,1.96e-01,No,-0.15 (0.081),6.59e-02,1.18e-01,No,1020,0.009 (0.04),8.28e-01,9.32e-01,No,-0.069 (0.084),4.10e-01,4.64e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_middletemporal_thickavg,-0.042 (0.08),6.01e-01,9.23e-01,No,-0.185 (0.172),2.85e-01,3.46e-01,No,171,-0.066 (0.034),5.54e-02,1.98e-01,No,0.306 (0.081) *,1.60e-04,9.90e-04,Yes,1020,-0.022 (0.04),5.86e-01,8.75e-01,No,0.259 (0.084) *,2.04e-03,4.63e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,L_parahippocampal_thickavg,0.029 (0.08),7.12e-01,9.23e-01,No,-0.188 (0.172),2.76e-01,3.42e-01,No,171,-0.011 (0.035),7.50e-01,8.79e-01,No,0.115 (0.081),1.58e-01,2.33e-01,No,1020,-0.057 (0.04),1.54e-01,8.01e-01,No,0.268 (0.084) *,1.40e-03,3.36e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,L_paracentral_thickavg,-0.031 (0.08),7.00e-01,9.23e-01,No,-0.198 (0.172),2.52e-01,3.17e-01,No,171,-0.025 (0.035),4.64e-01,7.70e-01,No,-0.073 (0.081),3.71e-01,4.59e-01,No,1020,-0.06 (0.04),1.36e-01,8.01e-01,No,-0.07 (0.084),4.07e-01,4.64e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_parsopercularis_thickavg,0.046 (0.078),5.61e-01,9.23e-01,No,-0.474 (0.169) *,5.62e-03,1.67e-02,Yes,171,0.071 (0.035),4.03e-02,1.96e-01,No,-0.291 (0.081) *,3.45e-04,1.56e-03,Yes,1020,-0.019 (0.039),6.27e-01,8.84e-01,No,-0.343 (0.083) *,3.89e-05,2.94e-04,Yes,736
cortical_thickness,CTQ_Neglect,female,L_parsorbitalis_thickavg,0.077 (0.078),3.30e-01,9.23e-01,No,-0.466 (0.169) *,6.53e-03,1.78e-02,Yes,171,0.007 (0.035),8.34e-01,9.33e-01,No,-0.065 (0.081),4.23e-01,4.98e-01,No,1020,0.012 (0.04),7.71e-01,9.32e-01,No,0.024 (0.084),7.77e-01,8.01e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_parstriangularis_thickavg,-0.06 (0.077),4.44e-01,9.23e-01,No,-0.493 (0.168) *,3.71e-03,1.26e-02,Yes,171,0.067 (0.035),5.29e-02,1.98e-01,No,-0.296 (0.081) *,2.69e-04,1.41e-03,Yes,1020,0.068 (0.04),8.51e-02,7.05e-01,No,-0.372 (0.083) *,8.79e-06,7.48e-05,Yes,736
cortical_thickness,CTQ_Neglect,female,L_pericalcarine_thickavg,-0.029 (0.08),7.19e-01,9.23e-01,No,0.237 (0.172),1.70e-01,2.31e-01,No,171,0.018 (0.034),6.05e-01,8.21e-01,No,-0.31 (0.081) *,1.29e-04,8.80e-04,Yes,1020,0.041 (0.039),2.95e-01,8.01e-01,No,-0.407 (0.083) *,1.09e-06,1.85e-05,Yes,736
cortical_thickness,CTQ_Neglect,female,L_postcentral_thickavg,-0.101 (0.079),2.04e-01,9.23e-01,No,-0.231 (0.171),1.77e-01,2.36e-01,No,171,-0.086 (0.035),1.36e-02,1.72e-01,No,0.044 (0.081),5.85e-01,6.63e-01,No,1020,0.072 (0.04),7.31e-02,7.05e-01,No,-0.191 (0.084) *,2.29e-02,3.80e-02,Yes,736
cortical_thickness,CTQ_Neglect,female,L_posteriorcingulate_thickavg,-0.061 (0.074),4.08e-01,9.23e-01,No,0.879 (0.159) *,1.23e-07,2.79e-06,Yes,171,-0.012 (0.034),7.27e-01,8.79e-01,No,0.294 (0.081) *,2.93e-04,1.43e-03,Yes,1020,-0.052 (0.04),1.91e-01,8.01e-01,No,0.142 (0.084),9.15e-02,1.24e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_precentral_thickavg,-0.098 (0.078),2.15e-01,9.23e-01,No,-0.319 (0.17),6.19e-02,1.04e-01,No,171,-0.029 (0.035),3.96e-01,6.92e-01,No,0.068 (0.081),4.02e-01,4.89e-01,No,1020,-0.027 (0.04),5.08e-01,8.43e-01,No,0.101 (0.084),2.32e-01,2.92e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_precuneus_thickavg,0.085 (0.079),2.85e-01,9.23e-01,No,-0.366 (0.171),3.34e-02,6.49e-02,No,171,-0.005 (0.035),8.77e-01,9.33e-01,No,-0.119 (0.081),1.43e-01,2.21e-01,No,1020,-0.05 (0.04),2.15e-01,8.01e-01,No,-0.144 (0.084),8.51e-02,1.20e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_rostralanteriorcingulate_thickavg,0.01 (0.073),8.87e-01,9.72e-01,No,0.864 (0.158) *,1.75e-07,2.97e-06,Yes,171,-0.036 (0.035),3.02e-01,5.56e-01,No,0.264 (0.081) *,1.13e-03,4.29e-03,Yes,1020,0.067 (0.04),9.33e-02,7.05e-01,No,0.15 (0.084),7.40e-02,1.07e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_rostralmiddlefrontal_thickavg,-0.046 (0.08),5.68e-01,9.23e-01,No,0.172 (0.172),3.21e-01,3.77e-01,No,171,0.115 (0.035) *,9.34e-04,1.59e-02,Yes,-0.229 (0.081) *,4.71e-03,1.28e-02,Yes,1020,0.039 (0.039),3.27e-01,8.01e-01,No,-0.429 (0.083) *,2.71e-07,9.20e-06,Yes,736
cortical_thickness,CTQ_Neglect,female,L_superiorfrontal_thickavg,0.19 (0.078),1.62e-02,5.48e-01,No,-0.282 (0.17),9.78e-02,1.42e-01,No,171,0.181 (0.034) *,1.44e-07,9.80e-06,Yes,-0.271 (0.08) *,7.69e-04,3.27e-03,Yes,1020,0.022 (0.04),5.84e-01,8.75e-01,No,-0.066 (0.084),4.32e-01,4.82e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_superiorparietal_thickavg,0.051 (0.079),5.21e-01,9.23e-01,No,-0.274 (0.172),1.12e-01,1.56e-01,No,171,0.0 (0.035),9.93e-01,9.93e-01,No,-0.109 (0.081),1.79e-01,2.53e-01,No,1020,0.002 (0.04),9.64e-01,9.93e-01,No,-0.214 (0.084) *,1.10e-02,2.08e-02,Yes,736
cortical_thickness,CTQ_Neglect,female,L_superiortemporal_thickavg,-0.039 (0.079),6.20e-01,9.23e-01,No,-0.314 (0.171),6.80e-02,1.08e-01,No,171,-0.018 (0.035),6.09e-01,8.21e-01,No,0.126 (0.081),1.22e-01,1.98e-01,No,1020,-0.082 (0.04),3.92e-02,5.33e-01,No,0.303 (0.083) *,3.02e-04,1.24e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,L_supramargil_thickavg,0.032 (0.075),6.72e-01,9.23e-01,No,-0.776 (0.162) *,3.64e-06,3.09e-05,Yes,171,-0.012 (0.035),7.34e-01,8.79e-01,No,0.028 (0.081),7.36e-01,7.92e-01,No,1020,-0.02 (0.04),6.09e-01,8.82e-01,No,-0.061 (0.084),4.68e-01,5.13e-01,No,736
cortical_thickness,CTQ_Neglect,female,L_frontalpole_thickavg,0.032 (0.075),6.69e-01,9.23e-01,No,0.736 (0.162) *,1.08e-05,7.36e-05,Yes,171,0.076 (0.035),2.81e-02,1.91e-01,No,0.015 (0.081),8.55e-01,8.68e-01,No,1020,0.068 (0.04),8.76e-02,7.05e-01,No,-0.212 (0.084) *,1.18e-02,2.17e-02,Yes,736
cortical_thickness,CTQ_Neglect,female,L_temporalpole_thickavg,-0.023 (0.079),7.68e-01,9.36e-01,No,0.369 (0.171),3.20e-02,6.40e-02,No,171,-0.022 (0.035),5.23e-01,7.71e-01,No,0.198 (0.081) *,1.48e-02,3.72e-02,Yes,1020,-0.034 (0.04),3.98e-01,8.20e-01,No,0.3 (0.083) *,3.47e-04,1.24e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,L_transversetemporal_thickavg,0.167 (0.078),3.41e-02,5.79e-01,No,-0.427 (0.169) *,1.23e-02,2.83e-02,Yes,171,0.005 (0.034),8.78e-01,9.33e-01,No,-0.304 (0.081) *,1.76e-04,9.96e-04,Yes,1020,0.013 (0.04),7.40e-01,9.32e-01,No,-0.239 (0.084) *,4.44e-03,9.15e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,L_insula_thickavg,0.085 (0.077),2.73e-01,9.23e-01,No,0.494 (0.167) *,3.54e-03,1.26e-02,Yes,171,-0.043 (0.035),2.18e-01,4.77e-01,No,0.18 (0.081),2.66e-02,5.93e-02,No,1020,0.038 (0.04),3.37e-01,8.01e-01,No,0.288 (0.083) *,5.66e-04,1.67e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,R_bankssts_thickavg,0.088 (0.08),2.72e-01,9.23e-01,No,-0.136 (0.172),4.30e-01,4.96e-01,No,171,-0.011 (0.035),7.48e-01,8.79e-01,No,0.134 (0.081),9.93e-02,1.65e-01,No,1020,-0.117 (0.04),3.36e-03,2.29e-01,No,0.17 (0.084),4.26e-02,6.74e-02,No,736
cortical_thickness,CTQ_Neglect,female,R_caudalanteriorcingulate_thickavg,-0.007 (0.078),9.26e-01,9.72e-01,No,0.525 (0.168) *,2.09e-03,8.89e-03,Yes,171,0.007 (0.035),8.51e-01,9.33e-01,No,0.123 (0.081),1.30e-01,2.05e-01,No,1020,0.035 (0.04),3.77e-01,8.01e-01,No,0.141 (0.084),9.42e-02,1.26e-01,No,736
cortical_thickness,CTQ_Neglect,female,R_caudalmiddlefrontal_thickavg,0.077 (0.076),3.12e-01,9.23e-01,No,-0.7 (0.164) *,3.42e-05,2.11e-04,Yes,171,0.062 (0.035),7.22e-02,2.23e-01,No,-0.102 (0.081),2.09e-01,2.85e-01,No,1020,-0.001 (0.04),9.84e-01,9.93e-01,No,-0.16 (0.084),5.66e-02,8.56e-02,No,736
cortical_thickness,CTQ_Neglect,female,R_cuneus_thickavg,0.021 (0.078),7.84e-01,9.36e-01,No,0.432 (0.169) *,1.16e-02,2.81e-02,Yes,171,-0.024 (0.035),4.97e-01,7.71e-01,No,-0.089 (0.081),2.72e-01,3.56e-01,No,1020,0.032 (0.04),4.27e-01,8.43e-01,No,-0.308 (0.083) *,2.36e-04,1.07e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,R_entorhil_thickavg,-0.022 (0.08),7.84e-01,9.36e-01,No,0.2 (0.172),2.48e-01,3.17e-01,No,171,-0.084 (0.034),1.52e-02,1.72e-01,No,0.336 (0.081) *,3.41e-05,2.76e-04,Yes,1020,0.009 (0.04),8.12e-01,9.32e-01,No,0.316 (0.083) *,1.57e-04,8.42e-04,Yes,736
cortical_thickness,CTQ_Neglect,female,R_fusiform_thickavg,0.03 (0.079),7.00e-01,9.23e-01,No,0.375 (0.17),2.90e-02,5.97e-02,No,171,-0.008 (0.035),8.23e-01,9.33e-01,No,0.107 (0.081),1.88e-01,2.61e-01,No,1020,-0.006 (0.04),8.71e-01,9.40e-01,No,0.267 (0.084) *,1.43e-03,3.36e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,R_inferiorparietal_thickavg,-0.072 (0.079),3.66e-01,9.23e-01,No,0.347 (0.171),4.36e-02,7.80e-02,No,171,-0.022 (0.035),5.20e-01,7.71e-01,No,0.241 (0.081) *,3.06e-03,9.90e-03,Yes,1020,0.009 (0.04),8.14e-01,9.32e-01,No,0.291 (0.083) *,5.05e-04,1.56e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,R_inferiortemporal_thickavg,-0.177 (0.078),2.42e-02,5.48e-01,No,0.433 (0.168) *,1.10e-02,2.78e-02,Yes,171,-0.072 (0.035),3.76e-02,1.96e-01,No,0.27 (0.081) *,9.01e-04,3.60e-03,Yes,1020,0.0 (0.039),9.93e-01,9.93e-01,No,0.39 (0.083) *,2.89e-06,3.28e-05,Yes,736
cortical_thickness,CTQ_Neglect,female,R_isthmuscingulate_thickavg,-0.067 (0.078),3.88e-01,9.23e-01,No,0.506 (0.169) *,3.11e-03,1.24e-02,Yes,171,-0.024 (0.034),4.81e-01,7.71e-01,No,0.391 (0.08) *,1.38e-06,3.20e-05,Yes,1020,-0.036 (0.04),3.72e-01,8.01e-01,No,0.209 (0.084) *,1.30e-02,2.33e-02,Yes,736
cortical_thickness,CTQ_Neglect,female,R_lateraloccipital_thickavg,0.005 (0.077),9.44e-01,9.72e-01,No,0.552 (0.167) *,1.18e-03,5.34e-03,Yes,171,-0.07 (0.035),4.36e-02,1.97e-01,No,0.238 (0.081) *,3.38e-03,9.97e-03,Yes,1020,0.021 (0.04),5.92e-01,8.75e-01,No,0.301 (0.083) *,3.14e-04,1.24e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,R_lateralorbitofrontal_thickavg,0.059 (0.078),4.50e-01,9.23e-01,No,0.416 (0.169) *,1.49e-02,3.17e-02,Yes,171,0.017 (0.035),6.26e-01,8.21e-01,No,0.025 (0.081),7.57e-01,7.92e-01,No,1020,0.029 (0.04),4.77e-01,8.43e-01,No,-0.009 (0.084),9.18e-01,9.18e-01,No,736
cortical_thickness,CTQ_Neglect,female,R_lingual_thickavg,0.047 (0.08),5.54e-01,9.23e-01,No,-0.045 (0.173),7.96e-01,8.08e-01,No,171,0.017 (0.035),6.28e-01,8.21e-01,No,-0.188 (0.081),2.08e-02,5.04e-02,No,1020,0.042 (0.04),2.94e-01,8.01e-01,No,-0.301 (0.083) *,3.39e-04,1.24e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,R_medialorbitofrontal_thickavg,-0.058 (0.075),4.39e-01,9.23e-01,No,0.809 (0.161) *,1.34e-06,1.83e-05,Yes,171,0.042 (0.035),2.29e-01,4.87e-01,No,-0.181 (0.081),2.57e-02,5.93e-02,No,1020,0.022 (0.04),5.78e-01,8.75e-01,No,-0.295 (0.083) *,4.27e-04,1.45e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,R_middletemporal_thickavg,-0.115 (0.078),1.42e-01,9.23e-01,No,-0.323 (0.169),5.76e-02,1.00e-01,No,171,-0.077 (0.034),2.47e-02,1.91e-01,No,0.347 (0.081) *,1.87e-05,1.91e-04,Yes,1020,-0.094 (0.04),1.82e-02,4.13e-01,No,0.373 (0.083) *,8.06e-06,7.48e-05,Yes,736
cortical_thickness,CTQ_Neglect,female,R_parahippocampal_thickavg,0.009 (0.08),9.15e-01,9.72e-01,No,-0.13 (0.173),4.53e-01,5.05e-01,No,171,-0.027 (0.035),4.40e-01,7.48e-01,No,0.167 (0.081),4.03e-02,8.31e-02,No,1020,-0.043 (0.04),2.81e-01,8.01e-01,No,0.315 (0.083) *,1.73e-04,8.42e-04,Yes,736
cortical_thickness,CTQ_Neglect,female,R_paracentral_thickavg,-0.061 (0.079),4.41e-01,9.23e-01,No,-0.319 (0.17),6.28e-02,1.04e-01,No,171,0.004 (0.035),9.02e-01,9.44e-01,No,-0.085 (0.081),2.96e-01,3.79e-01,No,1020,-0.038 (0.04),3.46e-01,8.01e-01,No,-0.01 (0.084),9.10e-01,9.18e-01,No,736
cortical_thickness,CTQ_Neglect,female,R_parsopercularis_thickavg,0.097 (0.075),2.01e-01,9.23e-01,No,-0.757 (0.163) *,6.83e-06,5.16e-05,Yes,171,0.049 (0.035),1.57e-01,3.95e-01,No,-0.154 (0.081),5.78e-02,1.09e-01,No,1020,-0.037 (0.04),3.50e-01,8.01e-01,No,-0.048 (0.084),5.68e-01,6.13e-01,No,736
cortical_thickness,CTQ_Neglect,female,R_parsorbitalis_thickavg,0.001 (0.078),9.87e-01,9.89e-01,No,-0.426 (0.17) *,1.29e-02,2.83e-02,Yes,171,-0.038 (0.035),2.79e-01,5.42e-01,No,-0.022 (0.081),7.83e-01,8.06e-01,No,1020,-0.001 (0.04),9.82e-01,9.93e-01,No,0.076 (0.084),3.67e-01,4.38e-01,No,736
cortical_thickness,CTQ_Neglect,female,R_parstriangularis_thickavg,0.091 (0.075),2.25e-01,9.23e-01,No,-0.781 (0.162) *,3.29e-06,3.09e-05,Yes,171,0.077 (0.034),2.53e-02,1.91e-01,No,-0.415 (0.08) *,2.89e-07,1.97e-05,Yes,1020,0.048 (0.04),2.27e-01,8.01e-01,No,-0.281 (0.084) *,8.21e-04,2.23e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,R_pericalcarine_thickavg,-0.068 (0.079),3.90e-01,9.23e-01,No,-0.175 (0.172),3.11e-01,3.70e-01,No,171,0.038 (0.034),2.67e-01,5.42e-01,No,-0.335 (0.081) *,3.65e-05,2.76e-04,Yes,1020,0.028 (0.039),4.76e-01,8.43e-01,No,-0.433 (0.083) *,2.06e-07,9.20e-06,Yes,736
cortical_thickness,CTQ_Neglect,female,R_postcentral_thickavg,-0.128 (0.079),1.09e-01,9.23e-01,No,0.072 (0.172),6.74e-01,7.28e-01,No,171,-0.022 (0.035),5.33e-01,7.71e-01,No,-0.011 (0.081),8.89e-01,8.89e-01,No,1020,0.027 (0.04),5.00e-01,8.43e-01,No,-0.166 (0.084),4.90e-02,7.58e-02,No,736
cortical_thickness,CTQ_Neglect,female,R_posteriorcingulate_thickavg,0.007 (0.077),9.28e-01,9.72e-01,No,0.624 (0.166) *,2.29e-04,1.11e-03,Yes,171,0.015 (0.035),6.57e-01,8.27e-01,No,0.171 (0.081),3.54e-02,7.52e-02,No,1020,-0.012 (0.04),7.68e-01,9.32e-01,No,0.11 (0.084),1.91e-01,2.45e-01,No,736
cortical_thickness,CTQ_Neglect,female,R_precentral_thickavg,-0.095 (0.079),2.30e-01,9.23e-01,No,-0.284 (0.17),9.76e-02,1.42e-01,No,171,-0.058 (0.035),9.29e-02,2.75e-01,No,0.148 (0.081),6.90e-02,1.20e-01,No,1020,-0.041 (0.04),3.06e-01,8.01e-01,No,0.092 (0.084),2.74e-01,3.39e-01,No,736
cortical_thickness,CTQ_Neglect,female,R_precuneus_thickavg,-0.001 (0.08),9.89e-01,9.89e-01,No,0.063 (0.173),7.15e-01,7.41e-01,No,171,0.044 (0.035),2.01e-01,4.70e-01,No,-0.18 (0.081),2.70e-02,5.93e-02,No,1020,-0.04 (0.04),3.15e-01,8.01e-01,No,-0.126 (0.084),1.32e-01,1.73e-01,No,736
cortical_thickness,CTQ_Neglect,female,R_rostralanteriorcingulate_thickavg,-0.112 (0.077),1.47e-01,9.23e-01,No,0.643 (0.166) *,1.48e-04,7.74e-04,Yes,171,-0.065 (0.035),6.08e-02,2.07e-01,No,0.228 (0.081) *,5.06e-03,1.32e-02,Yes,1020,-0.018 (0.04),6.50e-01,8.84e-01,No,0.203 (0.084) *,1.58e-02,2.76e-02,Yes,736
cortical_thickness,CTQ_Neglect,female,R_rostralmiddlefrontal_thickavg,-0.007 (0.079),9.34e-01,9.72e-01,No,-0.313 (0.171),6.90e-02,1.08e-01,No,171,0.131 (0.034) *,1.35e-04,4.38e-03,Yes,-0.385 (0.08) *,1.88e-06,3.20e-05,Yes,1020,0.05 (0.039),2.05e-01,8.01e-01,No,-0.403 (0.083) *,1.39e-06,1.88e-05,Yes,736
cortical_thickness,CTQ_Neglect,female,R_superiorfrontal_thickavg,0.191 (0.076),1.28e-02,5.48e-01,No,-0.655 (0.164) *,1.02e-04,5.76e-04,Yes,171,0.129 (0.034) *,1.93e-04,4.38e-03,Yes,-0.345 (0.081) *,1.97e-05,1.91e-04,Yes,1020,0.043 (0.04),2.75e-01,8.01e-01,No,-0.276 (0.084) *,1.03e-03,2.69e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,R_superiorparietal_thickavg,-0.066 (0.08),4.06e-01,9.23e-01,No,-0.015 (0.173),9.30e-01,9.30e-01,No,171,-0.005 (0.035),8.78e-01,9.33e-01,No,-0.048 (0.081),5.57e-01,6.41e-01,No,1020,0.055 (0.04),1.67e-01,8.01e-01,No,-0.257 (0.084) *,2.20e-03,4.83e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,R_superiortemporal_thickavg,0.031 (0.078),6.89e-01,9.23e-01,No,-0.5 (0.169) *,3.48e-03,1.26e-02,Yes,171,-0.051 (0.035),1.44e-01,3.76e-01,No,0.156 (0.081),5.54e-02,1.08e-01,No,1020,-0.102 (0.04),1.06e-02,3.61e-01,No,0.217 (0.084) *,9.82e-03,1.91e-02,Yes,736
cortical_thickness,CTQ_Neglect,female,R_supramargil_thickavg,-0.031 (0.078),6.90e-01,9.23e-01,No,-0.464 (0.169) *,6.55e-03,1.78e-02,Yes,171,0.021 (0.035),5.45e-01,7.72e-01,No,0.116 (0.081),1.55e-01,2.33e-01,No,1020,-0.051 (0.04),2.05e-01,8.01e-01,No,0.186 (0.084) *,2.69e-02,4.35e-02,Yes,736
cortical_thickness,CTQ_Neglect,female,R_frontalpole_thickavg,-0.058 (0.078),4.60e-01,9.23e-01,No,0.461 (0.169) *,7.20e-03,1.88e-02,Yes,171,0.068 (0.035),5.03e-02,1.98e-01,No,0.026 (0.081),7.52e-01,7.92e-01,No,1020,-0.002 (0.04),9.68e-01,9.93e-01,No,-0.033 (0.084),6.94e-01,7.26e-01,No,736
cortical_thickness,CTQ_Neglect,female,R_temporalpole_thickavg,0.027 (0.08),7.33e-01,9.23e-01,No,0.207 (0.172),2.30e-01,3.01e-01,No,171,-0.022 (0.035),5.28e-01,7.71e-01,No,0.082 (0.081),3.13e-01,3.94e-01,No,1020,0.008 (0.04),8.39e-01,9.32e-01,No,0.27 (0.083) *,1.26e-03,3.16e-03,Yes,736
cortical_thickness,CTQ_Neglect,female,R_transversetemporal_thickavg,0.09 (0.075),2.32e-01,9.23e-01,No,-0.784 (0.162) *,3.02e-06,3.09e-05,Yes,171,-0.029 (0.035),3.97e-01,6.92e-01,No,-0.141 (0.081),8.19e-02,1.39e-01,No,1020,0.008 (0.04),8.50e-01,9.32e-01,No,-0.226 (0.084) *,7.09e-03,1.42e-02,Yes,736
