phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Ped,p_value_Ped,q_value_Ped,Significant_Ped,Sample_Size_Ped,Effect_Size_YA,p_value_YA,q_value_YA,Significant_YA,Sample_Size_YA,Effect_Size_OA,p_value_OA,q_value_OA,Significant_OA,Sample_Size_OA,Beta_Ped,Beta_YA,Beta_OA,Sex_Comparison_p,Stronger_Sex,Age_Comparison_p,Stronger_Age,Sex_Comparison_p_YA,Stronger_Sex_YA,Sex_Comparison_p_OA,Stronger_Sex_OA
cortical_thickness,CTQ_Neglect,female,R_lingual_thickavg,0.091 (0.073),0.212,0.95,No,189,-0.023 (0.029),0.426,0.701,No,1163,-0.088 (0.034),0.00973,0.132,No,864,0.091,-0.023,-0.088,,,0.14706976881392886,OA,0.088919414,male,0.018642338659267788,female
cortical_thickness,CTQ_Neglect,female,R_medialorbitofrontal_thickavg,0.021 (0.073),0.775,0.95,No,189,0.059 (0.029),0.044,0.313,No,1163,0.062 (0.034),0.0685,0.199,No,864,0.021,0.059,0.062,,,0.9466324342023786,OA,0.6850362714627991,male,0.2550285641170942,female
cortical_thickness,CTQ_Neglect,female,R_middletemporal_thickavg,-0.09 (0.073),0.22,0.95,No,189,-0.066 (0.029),0.0242,0.239,No,1163,-0.021 (0.034),0.531,0.656,No,864,-0.09,-0.066,-0.021,,,0.31613323594704035,YA,0.085430484,male,0.46731195530527936,female
cortical_thickness,CTQ_Neglect,female,R_parahippocampal_thickavg,-0.006 (0.073),0.931,0.95,No,189,-0.049 (0.029),0.0951,0.483,No,1163,-0.04 (0.034),0.238,0.418,No,864,-0.006,-0.049,-0.04,,,0.8411114452885171,YA,0.021623274,male,0.24020285950191855,female
cortical_thickness,CTQ_Neglect,female,R_paracentral_thickavg,-0.107 (0.073),0.143,0.95,No,189,0.027 (0.029),0.359,0.669,No,1163,-0.015 (0.034),0.663,0.777,No,864,-0.107,0.027,-0.015,,,0.350382293,YA,0.2098714404748092,male,0.9851291369387449,female
cortical_thickness,CTQ_Neglect,female,R_parsopercularis_thickavg,-0.069 (0.073),0.348,0.95,No,189,-0.033 (0.029),0.26,0.669,No,1163,-0.057 (0.034),0.0942,0.24,No,864,-0.069,-0.033,-0.057,,,0.5929000065317513,OA,0.7497933608391312,female,0.6811777155334575,female
cortical_thickness,CTQ_Neglect,female,R_parsorbitalis_thickavg,-0.044 (0.073),0.551,0.95,No,189,-0.037 (0.029),0.204,0.629,No,1163,0.065 (0.034),0.0577,0.199,No,864,-0.044,-0.037,0.065,,,0.023212598263153028,OA,0.064357261,male,0.010556892200635604,male
cortical_thickness,CTQ_Neglect,female,R_parstriangularis_thickavg,0.036 (0.073),0.62,0.95,No,189,-0.02 (0.029),0.49,0.711,No,1163,0.051 (0.034),0.133,0.292,No,864,0.036,-0.02,0.051,,,0.11424372081358647,OA,0.5100822536510996,female,0.2400577838135538,female
cortical_thickness,CTQ_Neglect,female,R_pericalcarine_thickavg,0.017 (0.073),0.814,0.95,No,189,-0.033 (0.029),0.263,0.669,No,1163,-0.089 (0.034),0.00897,0.132,No,864,0.017,-0.033,-0.089,,,0.21134148539422282,OA,0.9660708539917555,female,0.1905991013303856,female
cortical_thickness,CTQ_Neglect,female,R_postcentral_thickavg,-0.065 (0.073),0.377,0.95,No,189,-0.006 (0.029),0.835,0.931,No,1163,0.012 (0.034),0.733,0.831,No,864,-0.065,-0.006,0.012,,,0.6890373984197833,OA,0.24193228951824697,male,0.5888819856791998,male
cortical_thickness,CTQ_Neglect,female,R_posteriorcingulate_thickavg,0.012 (0.073),0.873,0.95,No,189,0.01 (0.029),0.742,0.855,No,1163,-0.067 (0.034),0.0499,0.199,No,864,0.012,0.01,-0.067,,,0.086531763,OA,0.5952835746300966,male,0.8367358273262322,male
cortical_thickness,CTQ_Neglect,female,R_precentral_thickavg,-0.132 (0.072),0.0694,0.95,No,189,-0.031 (0.029),0.294,0.669,No,1163,-0.053 (0.034),0.119,0.28,No,864,-0.132,-0.031,-0.053,,,0.6241670636763816,OA,0.6395918882194345,male,0.4332813243107818,female
cortical_thickness,CTQ_Neglect,female,R_precuneus_thickavg,-0.046 (0.073),0.532,0.95,No,189,0.043 (0.029),0.146,0.52,No,1163,-0.065 (0.034),0.0573,0.199,No,864,-0.046,0.043,-0.065,,,0.016238347492691263,OA,0.798278626,male,0.17317580057019577,female
cortical_thickness,CTQ_Neglect,female,R_rostralanteriorcingulate_thickavg,-0.073 (0.073),0.32,0.95,No,189,-0.046 (0.029),0.115,0.488,No,1163,0.047 (0.034),0.167,0.344,No,864,-0.073,-0.046,0.047,,,0.038553557,OA,0.469642281,female,0.16199033605510693,female
cortical_thickness,CTQ_Neglect,female,R_rostralmiddlefrontal_thickavg,-0.012 (0.073),0.873,0.95,No,189,0.069 (0.029),0.0188,0.239,No,1163,0.034 (0.034),0.318,0.468,No,864,-0.012,0.069,0.034,,,0.4352648831122732,YA,0.2416490718248676,female,0.10077540280711661,male
cortical_thickness,CTQ_Neglect,female,R_superiorfrontal_thickavg,0.106 (0.073),0.145,0.95,No,189,0.045 (0.029),0.128,0.514,No,1163,0.001 (0.034),0.981,0.981,No,864,0.106,0.045,0.001,,,0.3276719058064619,YA,0.2338643734996959,female,0.089067475,male
cortical_thickness,CTQ_Neglect,female,R_superiorparietal_thickavg,-0.079 (0.073),0.283,0.95,No,189,0.058 (0.029),0.0496,0.313,No,1163,0.012 (0.034),0.719,0.829,No,864,-0.079,0.058,0.012,,,0.30581891043358445,YA,0.8981838687885966,male,0.6017978991207273,male
cortical_thickness,CTQ_Neglect,female,R_superiortemporal_thickavg,-0.041 (0.073),0.575,0.95,No,189,-0.028 (0.029),0.345,0.669,No,1163,-0.066 (0.034),0.0516,0.199,No,864,-0.041,-0.028,-0.066,,,0.39714636279432014,OA,0.5092887657926699,male,0.14048943310099116,female
cortical_thickness,CTQ_Neglect,female,R_supramargil_thickavg,-0.068 (0.073),0.353,0.95,No,189,0.016 (0.029),0.597,0.812,No,1163,-0.057 (0.034),0.0954,0.24,No,864,-0.068,0.016,-0.057,,,0.10432778587715252,OA,0.061154268,male,0.5502562357794609,female
cortical_thickness,CTQ_Neglect,female,R_frontalpole_thickavg,-0.037 (0.073),0.611,0.95,No,189,0.074 (0.029),0.0121,0.239,No,1163,0.019 (0.034),0.569,0.689,No,864,-0.037,0.074,0.019,,,0.2203363557053668,YA,0.1361878351844752,female,0.8084575774385785,male
cortical_thickness,CTQ_Neglect,female,R_temporalpole_thickavg,0.077 (0.073),0.294,0.95,No,189,-0.028 (0.029),0.335,0.669,No,1163,0.063 (0.034),0.0657,0.199,No,864,0.077,-0.028,0.063,,,0.04286869,OA,0.31661850816334125,male,0.3802816343263602,female
cortical_thickness,CTQ_Neglect,female,R_transversetemporal_thickavg,0.015 (0.073),0.837,0.95,No,189,0.001 (0.029),0.982,0.982,No,1163,0.006 (0.034),0.859,0.912,No,864,0.015,0.001,0.006,,,0.9114945230839655,OA,0.8317364230561803,male,0.40124493591653554,male
cortical_thickness,CTQ_Neglect,female,R_insula_thickavg,-0.017 (0.073),0.82,0.95,No,189,-0.01 (0.029),0.735,0.855,No,1163,0.056 (0.034),0.102,0.249,No,864,-0.017,-0.01,0.056,,,0.14196355317315978,OA,0.8650048275995583,male,0.4898508211178956,female
cortical_thickness,CTQ_Neglect,male,L_bankssts_thickavg,-0.092 (0.079),0.249,0.66,No,159,-0.074 (0.037),0.0444,0.376,No,742,-0.029 (0.041),0.489,0.964,No,585,-0.092,-0.074,-0.029,,,0.4154859425303097,YA,0.27731622623029795,male,0.30527496741773175,male
cortical_thickness,CTQ_Neglect,male,L_caudalanteriorcingulate_thickavg,0.091 (0.079),0.253,0.66,No,159,0.055 (0.037),0.134,0.459,No,742,0.0 (0.041),0.992,0.997,No,585,0.091,0.055,0,,,0.3205046707669621,YA,0.007344856,female,0.5021244561417435,female
cortical_thickness,CTQ_Neglect,male,L_caudalmiddlefrontal_thickavg,-0.005 (0.08),0.955,0.989,No,159,-0.015 (0.037),0.683,0.877,No,742,-0.056 (0.041),0.174,0.798,No,585,-0.005,-0.015,-0.056,,,0.4587898028416244,OA,0.32828357028003907,female,0.10469099062652121,male
cortical_thickness,CTQ_Neglect,male,L_cuneus_thickavg,-0.006 (0.08),0.941,0.989,No,159,0.039 (0.037),0.288,0.612,No,742,0.02 (0.041),0.632,0.964,No,585,-0.006,0.039,0.02,,,0.7314896996643232,YA,0.37197691420294454,male,0.089495182,female
cortical_thickness,CTQ_Neglect,male,L_entorhil_thickavg,0.119 (0.079),0.134,0.543,No,159,-0.042 (0.037),0.25,0.566,No,742,-0.0 (0.041),0.997,0.997,No,585,0.119,-0.042,0,,,0.4482754853500812,YA,0.6392409773301766,female,0.41194782291733967,female
cortical_thickness,CTQ_Neglect,male,L_fusiform_thickavg,0.119 (0.079),0.135,0.543,No,159,0.035 (0.037),0.337,0.655,No,742,0.079 (0.041),0.0555,0.798,No,585,0.119,0.035,0.079,,,0.42565223588696677,OA,0.3835278292026889,male,0.4001206486109421,male
cortical_thickness,CTQ_Neglect,male,L_inferiorparietal_thickavg,0.095 (0.079),0.232,0.658,No,159,-0.004 (0.037),0.923,0.96,No,742,0.007 (0.041),0.867,0.964,No,585,0.095,-0.004,0.007,,,0.8426646711178407,OA,0.509929841,female,0.43366260343921503,female
cortical_thickness,CTQ_Neglect,male,L_inferiortemporal_thickavg,0.109 (0.079),0.171,0.611,No,159,-0.001 (0.037),0.976,0.976,No,742,0.051 (0.041),0.22,0.798,No,585,0.109,-0.001,0.051,,,0.3476865967946483,OA,0.9491774455970439,female,0.6944406760516368,female
cortical_thickness,CTQ_Neglect,male,L_isthmuscingulate_thickavg,0.043 (0.08),0.587,0.922,No,159,-0.058 (0.037),0.117,0.459,No,742,0.007 (0.041),0.872,0.964,No,585,0.043,-0.058,0.007,,,0.24038037522104339,YA,0.717286554,male,0.27118259853090243,female
cortical_thickness,CTQ_Neglect,male,L_lateraloccipital_thickavg,0.126 (0.079),0.115,0.543,No,159,-0.006 (0.037),0.876,0.96,No,742,0.003 (0.041),0.942,0.986,No,585,0.126,-0.006,0.003,,,0.8709930215117774,YA,0.7499065752999516,female,0.4227241844061207,female
cortical_thickness,CTQ_Neglect,male,L_lateralorbitofrontal_thickavg,-0.021 (0.08),0.788,0.989,No,159,0.032 (0.037),0.384,0.668,No,742,-0.003 (0.041),0.941,0.986,No,585,-0.021,0.032,-0.003,,,0.5275589934703695,YA,0.24245218518564693,male,0.9405805068686575,male
cortical_thickness,CTQ_Neglect,male,L_lingual_thickavg,-0.119 (0.079),0.136,0.543,No,159,0.045 (0.037),0.216,0.508,No,742,-0.049 (0.041),0.241,0.798,No,585,-0.119,0.045,-0.049,,,0.089622691,OA,0.12588353890097626,male,0.15887994754415602,female
cortical_thickness,CTQ_Neglect,male,L_medialorbitofrontal_thickavg,0.134 (0.079),0.0919,0.521,No,159,0.035 (0.037),0.337,0.655,No,742,0.021 (0.041),0.616,0.964,No,585,0.134,0.035,0.021,,,0.800408817,YA,0.7820213809440926,female,0.43294019616502655,female
cortical_thickness,CTQ_Neglect,male,L_middletemporal_thickavg,0.018 (0.08),0.824,0.989,No,159,-0.048 (0.037),0.189,0.495,No,742,0.027 (0.041),0.512,0.964,No,585,0.018,-0.048,0.027,,,0.17570992288749565,YA,0.43134169246795606,male,0.7652968135972338,female
cortical_thickness,CTQ_Neglect,male,L_parahippocampal_thickavg,0.008 (0.08),0.916,0.989,No,159,0.074 (0.037),0.0428,0.376,No,742,-0.056 (0.041),0.179,0.798,No,585,0.008,0.074,-0.056,,,0.018812747107131766,YA,0.043241618,male,0.4898508211178956,male
cortical_thickness,CTQ_Neglect,male,L_paracentral_thickavg,-0.075 (0.08),0.35,0.767,No,159,-0.053 (0.037),0.146,0.46,No,742,0.008 (0.041),0.845,0.964,No,585,-0.075,-0.053,0.008,,,0.2706431200923505,YA,0.1061199770183523,male,0.5022202848586201,female
cortical_thickness,CTQ_Neglect,male,L_parsopercularis_thickavg,-0.128 (0.079),0.109,0.543,No,159,-0.065 (0.037),0.0778,0.459,No,742,-0.059 (0.041),0.157,0.798,No,585,-0.128,-0.065,-0.059,,,0.9134547382028169,YA,0.16025239390411006,male,0.5881449152795213,male
cortical_thickness,CTQ_Neglect,male,L_parsorbitalis_thickavg,-0.001 (0.08),0.989,0.989,No,159,-0.015 (0.037),0.68,0.877,No,742,-0.012 (0.041),0.78,0.964,No,585,-0.001,-0.015,-0.012,,,0.9568221546612541,YA,0.8649827586591345,female,0.070072892,female
cortical_thickness,CTQ_Neglect,male,L_parstriangularis_thickavg,0.014 (0.08),0.862,0.989,No,159,-0.023 (0.037),0.539,0.852,No,742,-0.015 (0.041),0.716,0.964,No,585,0.014,-0.023,-0.015,,,0.8851808819834859,YA,0.36085076143953954,male,0.14563892783589782,female
cortical_thickness,CTQ_Neglect,male,L_pericalcarine_thickavg,-0.041 (0.08),0.608,0.922,No,159,0.015 (0.037),0.675,0.877,No,742,-0.008 (0.041),0.842,0.964,No,585,-0.041,0.015,-0.008,,,0.6781163627291877,YA,0.470014345,female,0.26268959802954894,female
cortical_thickness,CTQ_Neglect,male,L_postcentral_thickavg,-0.138 (0.079),0.0831,0.521,No,159,-0.045 (0.037),0.217,0.508,No,742,0.006 (0.041),0.893,0.964,No,585,-0.138,-0.045,0.006,,,0.35715853164569955,YA,0.9490812374322115,male,0.6817285155951835,female
cortical_thickness,CTQ_Neglect,male,L_posteriorcingulate_thickavg,-0.001 (0.08),0.989,0.989,No,159,-0.018 (0.037),0.62,0.877,No,742,-0.07 (0.041),0.0929,0.798,No,585,-0.001,-0.018,-0.07,,,0.3470529738535606,OA,0.4066016193998463,female,0.4410284750204283,female
cortical_thickness,CTQ_Neglect,male,L_precentral_thickavg,-0.041 (0.08),0.61,0.922,No,159,-0.073 (0.037),0.048,0.376,No,742,-0.007 (0.041),0.864,0.964,No,585,-0.041,-0.073,-0.007,,,0.2327723246932547,YA,0.17982616508268556,male,0.9702686110740995,male
cortical_thickness,CTQ_Neglect,male,L_precuneus_thickavg,0.031 (0.08),0.694,0.957,No,159,0.049 (0.037),0.186,0.495,No,742,-0.048 (0.041),0.244,0.798,No,585,0.031,0.049,-0.048,,,0.079835617,YA,0.14827555238188994,male,0.5245537785407239,female
cortical_thickness,CTQ_Neglect,male,L_rostralanteriorcingulate_thickavg,0.185 (0.078),0.0198,0.336,No,159,-0.009 (0.037),0.8,0.892,No,742,0.006 (0.041),0.887,0.964,No,585,0.185,-0.009,0.006,,,0.786648419,YA,0.4828932503734211,female,0.29600276706832096,female
cortical_thickness,CTQ_Neglect,male,L_rostralmiddlefrontal_thickavg,-0.054 (0.08),0.502,0.908,No,159,0.028 (0.037),0.44,0.73,No,742,0.013 (0.041),0.761,0.964,No,585,-0.054,0.028,0.013,,,0.7865613514587115,YA,0.4183682676447886,female,0.9405733888193146,male
cortical_thickness,CTQ_Neglect,male,L_superiorfrontal_thickavg,-0.052 (0.08),0.511,0.908,No,159,0.024 (0.037),0.52,0.841,No,742,-0.077 (0.041),0.0625,0.798,No,585,-0.052,0.024,-0.077,,,0.067958679,OA,0.22446720453700553,female,0.038304843,male
cortical_thickness,CTQ_Neglect,male,L_superiorparietal_thickavg,-0.025 (0.08),0.756,0.97,No,159,0.05 (0.037),0.171,0.495,No,742,0.021 (0.041),0.62,0.964,No,585,-0.025,0.05,0.021,,,0.6002975806342121,YA,0.5513656372211719,male,0.23279365859215062,female
cortical_thickness,CTQ_Neglect,male,L_superiortemporal_thickavg,0.017 (0.08),0.833,0.989,No,159,-0.034 (0.037),0.36,0.668,No,742,0.057 (0.041),0.165,0.798,No,585,0.017,-0.034,0.057,,,0.1003095744298188,OA,0.16712023877016025,male,0.14064712307685578,male
cortical_thickness,CTQ_Neglect,male,L_supramargil_thickavg,0.084 (0.08),0.29,0.681,No,159,0.003 (0.037),0.935,0.96,No,742,0.032 (0.041),0.445,0.964,No,585,0.084,0.003,0.032,,,0.6006455349270268,OA,0.8650244829728946,female,0.022713071,female
cortical_thickness,CTQ_Neglect,male,L_frontalpole_thickavg,0.085 (0.08),0.288,0.681,No,159,0.021 (0.037),0.567,0.876,No,742,-0.021 (0.041),0.613,0.964,No,585,0.085,0.021,-0.021,,,0.44847580740752524,equal,0.5802076990275267,female,0.37096838592428405,female
cortical_thickness,CTQ_Neglect,male,L_temporalpole_thickavg,-0.026 (0.08),0.746,0.97,No,159,-0.033 (0.037),0.373,0.668,No,742,0.051 (0.041),0.216,0.798,No,585,-0.026,-0.033,0.051,,,0.12934002238908215,OA,0.43164604095234615,male,0.7651543834711347,male
cortical_thickness,CTQ_Neglect,male,L_transversetemporal_thickavg,0.135 (0.079),0.0897,0.521,No,159,0.019 (0.037),0.607,0.877,No,742,0.019 (0.041),0.644,0.964,No,585,0.135,0.019,0.019,,,1,equal,0.48317529186634633,male,0.5888767669839572,male
cortical_thickness,CTQ_Neglect,male,L_insula_thickavg,0.209 (0.078),0.00815,0.277,No,159,-0.037 (0.037),0.319,0.655,No,742,-0.008 (0.041),0.84,0.964,No,585,0.209,-0.037,-0.008,,,0.6005726360516843,YA,0.7015272999909696,female,0.2794249415062815,female
cortical_thickness,CTQ_Neglect,male,R_bankssts_thickavg,0.03 (0.08),0.704,0.957,No,159,-0.086 (0.037),0.0189,0.376,No,742,-0.062 (0.041),0.131,0.798,No,585,0.03,-0.086,-0.062,,,0.6632275250640718,YA,0.12496618726894648,male,0.8809750947252246,female
cortical_thickness,CTQ_Neglect,male,R_caudalanteriorcingulate_thickavg,0.1 (0.079),0.21,0.622,No,159,-0.01 (0.037),0.787,0.892,No,742,0.02 (0.041),0.625,0.964,No,585,0.1,-0.01,0.02,,,0.5882501681396519,OA,0.7020262826562376,female,0.8375483617753128,male
cortical_thickness,CTQ_Neglect,male,R_caudalmiddlefrontal_thickavg,-0.059 (0.08),0.464,0.908,No,159,-0.002 (0.037),0.946,0.96,No,742,-0.075 (0.041),0.0715,0.798,No,585,-0.059,-0.002,-0.075,,,0.18691635590213318,OA,0.949176837,female,0.8661473775342383,male
cortical_thickness,CTQ_Neglect,male,R_cuneus_thickavg,-0.05 (0.08),0.533,0.908,No,159,0.055 (0.037),0.135,0.459,No,742,0.065 (0.041),0.118,0.798,No,585,-0.05,0.055,0.065,,,0.8562943808605921,OA,0.081239638,male,0.050137921,male
cortical_thickness,CTQ_Neglect,male,R_entorhil_thickavg,0.055 (0.08),0.493,0.908,No,159,-0.08 (0.037),0.0302,0.376,No,742,-0.018 (0.041),0.66,0.964,No,585,0.055,-0.08,-0.018,,,0.2619547277333556,YA,0.6683481149069124,female,0.7655531694240965,male
cortical_thickness,CTQ_Neglect,male,R_fusiform_thickavg,0.072 (0.08),0.367,0.78,No,159,0.004 (0.037),0.916,0.96,No,742,0.047 (0.041),0.258,0.798,No,585,0.072,0.004,0.047,,,0.4374443876456384,OA,0.5951856213861451,female,0.8960181753104355,male
cortical_thickness,CTQ_Neglect,male,R_inferiorparietal_thickavg,0.084 (0.08),0.29,0.681,No,159,0.047 (0.037),0.202,0.508,No,742,-0.025 (0.041),0.553,0.964,No,585,0.084,0.047,-0.025,,,0.19364012618357385,YA,0.7017185555118544,male,0.24776979040600677,female
cortical_thickness,CTQ_Neglect,male,R_inferiortemporal_thickavg,0.012 (0.08),0.882,0.989,No,159,-0.013 (0.037),0.717,0.887,No,742,0.048 (0.041),0.25,0.798,No,585,0.012,-0.013,0.048,,,0.27073913584409137,OA,0.9830463189264758,male,0.6670883045458249,female
cortical_thickness,CTQ_Neglect,male,R_isthmuscingulate_thickavg,0.05 (0.08),0.534,0.908,No,159,-0.056 (0.037),0.126,0.459,No,742,0.022 (0.041),0.589,0.964,No,585,0.05,-0.056,0.022,,,0.15896748718453768,YA,0.2780013707302571,male,0.10458443132945172,female
cortical_thickness,CTQ_Neglect,male,R_lateraloccipital_thickavg,0.107 (0.079),0.18,0.612,No,159,0.016 (0.037),0.663,0.877,No,742,0.06 (0.041),0.149,0.798,No,585,0.107,0.016,0.06,,,0.4264899615024995,OA,0.26908112903652803,female,1,equal
cortical_thickness,CTQ_Neglect,male,R_lateralorbitofrontal_thickavg,0.026 (0.08),0.741,0.97,No,159,0.04 (0.037),0.272,0.596,No,742,0.008 (0.041),0.845,0.964,No,585,0.026,0.04,0.008,,,0.5634062161456894,YA,0.5516126921745663,male,0.21087147518761284,female
cortical_thickness,CTQ_Neglect,male,R_lingual_thickavg,-0.166 (0.079),0.037,0.419,No,159,0.057 (0.037),0.12,0.459,No,742,0.038 (0.041),0.359,0.964,No,585,-0.166,0.057,0.038,,,0.7311310893181324,YA,0.088919414,male,0.018642338659267788,female
cortical_thickness,CTQ_Neglect,male,R_medialorbitofrontal_thickavg,-0.011 (0.08),0.894,0.989,No,159,0.078 (0.037),0.0344,0.376,No,742,0.001 (0.041),0.976,0.997,No,585,-0.011,0.078,0.001,,,0.16384638044018462,YA,0.6850362714627991,male,0.2550285641170942,female
cortical_thickness,CTQ_Neglect,male,R_middletemporal_thickavg,-0.001 (0.08),0.989,0.989,No,159,-0.146 (0.036) *,6.82e-05,0.00463,Yes,742,0.018 (0.041),0.665,0.964,No,585,-0.001,-0.146,0.018,,,0.002899381,YA,0.085430484,male,0.46731195530527936,female
cortical_thickness,CTQ_Neglect,male,R_parahippocampal_thickavg,0.003 (0.08),0.97,0.989,No,159,0.059 (0.037),0.107,0.459,No,742,0.023 (0.041),0.58,0.964,No,585,0.003,0.059,0.023,,,0.5152092394305776,YA,0.021623274,male,0.24020285950191855,female
cortical_thickness,CTQ_Neglect,male,R_paracentral_thickavg,-0.114 (0.079),0.152,0.575,No,159,-0.032 (0.037),0.378,0.668,No,742,-0.014 (0.041),0.737,0.964,No,585,-0.114,-0.032,-0.014,,,0.745202023,YA,0.2098714404748092,male,0.9851291369387449,female
cortical_thickness,CTQ_Neglect,male,R_parsopercularis_thickavg,-0.14 (0.079),0.0778,0.521,No,159,-0.018 (0.037),0.625,0.877,No,742,-0.035 (0.041),0.391,0.964,No,585,-0.14,-0.018,-0.035,,,0.758865735,OA,0.7497933608391312,female,0.6811777155334575,female
cortical_thickness,CTQ_Neglect,male,R_parsorbitalis_thickavg,-0.103 (0.079),0.198,0.622,No,159,0.05 (0.037),0.175,0.495,No,742,-0.072 (0.041),0.0838,0.798,No,585,-0.103,0.05,-0.072,,,0.027498311462205827,OA,0.064357261,male,0.010556892200635604,male
cortical_thickness,CTQ_Neglect,male,R_parstriangularis_thickavg,-0.078 (0.08),0.325,0.738,No,159,0.011 (0.037),0.77,0.891,No,742,-0.012 (0.041),0.772,0.964,No,585,-0.078,0.011,-0.012,,,0.6781200094098385,OA,0.5100822536510996,female,0.2400577838135538,female
cortical_thickness,CTQ_Neglect,male,R_pericalcarine_thickavg,-0.159 (0.079),0.0456,0.443,No,159,-0.031 (0.037),0.393,0.668,No,742,-0.019 (0.041),0.653,0.964,No,585,-0.159,-0.031,-0.019,,,0.8284688294057263,YA,0.9660708539917555,female,0.1905991013303856,female
cortical_thickness,CTQ_Neglect,male,R_postcentral_thickavg,-0.173 (0.079),0.0297,0.404,No,159,-0.061 (0.037),0.0992,0.459,No,742,-0.017 (0.041),0.687,0.964,No,585,-0.173,-0.061,-0.017,,,0.4264542670805165,YA,0.24193228951824697,male,0.5888819856791998,male
cortical_thickness,CTQ_Neglect,male,R_posteriorcingulate_thickavg,0.007 (0.08),0.933,0.989,No,159,-0.015 (0.037),0.674,0.877,No,742,-0.078 (0.041),0.058,0.798,No,585,0.007,-0.015,-0.078,,,0.25444669942699605,OA,0.5952835746300966,male,0.8367358273262322,male
cortical_thickness,CTQ_Neglect,male,R_precentral_thickavg,-0.101 (0.079),0.206,0.622,No,159,-0.053 (0.037),0.149,0.46,No,742,-0.011 (0.041),0.784,0.964,No,585,-0.101,-0.053,-0.011,,,0.44801046682034595,YA,0.6395918882194345,male,0.4332813243107818,female
cortical_thickness,CTQ_Neglect,male,R_precuneus_thickavg,0.032 (0.08),0.689,0.957,No,159,0.055 (0.037),0.133,0.459,No,742,0.008 (0.041),0.854,0.964,No,585,0.032,0.055,0.008,,,0.3958443330423487,YA,0.798278626,male,0.17317580057019577,female
cortical_thickness,CTQ_Neglect,male,R_rostralanteriorcingulate_thickavg,0.139 (0.079),0.0796,0.521,No,159,-0.012 (0.037),0.744,0.891,No,742,-0.028 (0.041),0.495,0.964,No,585,0.139,-0.012,-0.028,,,0.7727150251483097,OA,0.469642281,female,0.16199033605510693,female
cortical_thickness,CTQ_Neglect,male,R_rostralmiddlefrontal_thickavg,-0.216 (0.078),0.00631,0.277,No,159,0.014 (0.037),0.696,0.877,No,742,-0.054 (0.041),0.195,0.798,No,585,-0.216,0.014,-0.054,,,0.2194635600245507,OA,0.2416490718248676,female,0.10077540280711661,male
cortical_thickness,CTQ_Neglect,male,R_superiorfrontal_thickavg,-0.042 (0.08),0.6,0.922,No,159,-0.011 (0.037),0.762,0.891,No,742,-0.09 (0.041),0.0293,0.798,No,585,-0.042,-0.011,-0.09,,,0.15275363856243707,OA,0.2338643734996959,female,0.089067475,male
cortical_thickness,CTQ_Neglect,male,R_superiorparietal_thickavg,0.035 (0.08),0.664,0.957,No,159,0.064 (0.037),0.0798,0.459,No,742,-0.016 (0.041),0.697,0.964,No,585,0.035,0.064,-0.016,,,0.1484231939179963,YA,0.8981838687885966,male,0.6017978991207273,male
cortical_thickness,CTQ_Neglect,male,R_superiortemporal_thickavg,0.037 (0.08),0.645,0.953,No,159,-0.059 (0.037),0.107,0.459,No,742,0.013 (0.041),0.757,0.964,No,585,0.037,-0.059,0.013,,,0.19345790014159814,YA,0.5092887657926699,male,0.14048943310099116,female
cortical_thickness,CTQ_Neglect,male,R_supramargil_thickavg,-0.054 (0.08),0.496,0.908,No,159,-0.072 (0.037),0.0498,0.376,No,742,-0.025 (0.041),0.545,0.964,No,585,-0.054,-0.072,-0.025,,,0.3952000344942759,YA,0.061154268,male,0.5502562357794609,female
cortical_thickness,CTQ_Neglect,male,R_frontalpole_thickavg,-0.052 (0.08),0.514,0.908,No,159,0.004 (0.037),0.92,0.96,No,742,0.032 (0.041),0.435,0.964,No,585,-0.052,0.004,0.032,,,0.6132580990330898,OA,0.1361878351844752,female,0.8084575774385785,male
cortical_thickness,CTQ_Neglect,male,R_temporalpole_thickavg,-0.009 (0.08),0.91,0.989,No,159,-0.075 (0.037),0.0406,0.376,No,742,0.016 (0.041),0.7,0.964,No,585,-0.009,-0.075,0.016,,,0.10005795582729249,YA,0.31661850816334125,male,0.3802816343263602,female
cortical_thickness,CTQ_Neglect,male,R_transversetemporal_thickavg,0.042 (0.08),0.595,0.922,No,159,0.011 (0.037),0.773,0.891,No,742,0.051 (0.041),0.218,0.798,No,585,0.042,0.011,0.051,,,0.4699562518920828,OA,0.8317364230561803,male,0.40124493591653554,male
cortical_thickness,CTQ_Neglect,male,R_insula_thickavg,0.195 (0.078),0.0138,0.314,No,159,-0.018 (0.037),0.62,0.877,No,742,0.019 (0.041),0.644,0.964,No,585,0.195,-0.018,0.019,,,0.50432284,OA,0.8650048275995583,male,0.4898508211178956,female
subcortical_volume,CTQ_Abuse,female,Lthal,-0.001 (0.073),0.989,0.989,No,189,-0.03 (0.029),0.307,0.358,No,1164,0.016 (0.034),0.646,0.748,No,867,-0.001,-0.03,0.016,,,0.3058171884787746,YA,0.000861418,male,0.43294799326005773,male
subcortical_volume,CTQ_Abuse,female,Rthal,0.095 (0.073),0.194,0.536,No,189,0.11 (0.029) *,0.000162,0.000452,Yes,1164,0.141 (0.034) *,3.01e-05,0.00014,Yes,867,0.095,0.11,0.141,,,0.4832663149785721,OA,0.8297287143495962,female,0.001021065,female
